,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
194,"Summit, WA",," $287,845 ",37.7 years, 5.17 ,45.7 years, 110.8 ," $66,100 "," 7,985. "," 1,546 "
195,"Sumner, WA", 70 feet," $265,974 ",37.7 years, 6.69 ,36.4 years, 111.0 ," $60,068 "," 9,677 (100% urban, 0% rural). "," 1,446 "
196,"Sunnyside, WA",," $123,250 ",37.7 years, 5.94 ,25.5 years, 92.2 ," $40,688 "," 16,140 (99% urban, 1% rural). "," 2,717 "
197,"Tacoma, WA", 380 feet," $239,100 ",37.7 years, 50.1 ,34.5 years, 111.5 ," $55,996 "," 211,304"," 4,219 "
198,Tahoma-Maple Valley,," $427,283 ",35.3 years, 90.0 ,35.3 years, 123.5 ," $107,278 "," 56,368.", 626 
199,Tahuya, 10 feet," $222,354 ",35.3 years, 88.9 ,38.5 years, 92.7 ," $58,833 "," 6,069.", 68 
200,Tanglewilde-Thompson Place,," $229,270 ",35.3 years, 1.45 ,31.6 years, 115.4 ," $63,017 "," 6,497."," 4,491 "
201,Terrace Heights,," $193,620 ",37.7 years, 7.90 ,41.8 years, 93.6 ," $61,234 "," 6,937. ", 878 
202,Toppenish, 760 feet," $118,076 ",37.7 years, 1.88 ,25.8 years, 92.8 ," $39,760 "," 8,996 (100% urban, 0% rural). "," 4,789 "
203,Tukwila, 134 feet," $299,797 ",37.7 years, 8.92 ,34.0 years, 115.4 ," $52,979 "," 19,920 (100% urban, 0% rural). "," 2,234 "
204,Tulalip, 40 feet," $280,887 ",35.3 years, 35.1 ,37.7 years, 107.1 ," $70,398 "," 10,258.", 292 
205,Tumwater, 220 feet," $242,307 ",37.7 years, 9.95 ,38.8 years, 108.3 ," $64,942 "," 18,820 (100% urban, 0% rural). "," 1,891 "
206,Union Gap, 975 feet," $96,965 ",37.7 years, 5.03 ,33.0 years, 92.5 ," $39,860 "," 6,030 (94% urban, 6% rural). "," 1,199 "
207,Union Hill-Novelty Hill,," $757,692 ",37.7 years, 24.3 ,41.6 years, 118.0 ," $142,672 "," 18,805. ", 773 
208,University Place, 220 feet," $332,835 ",37.7 years, 8.39 ,36.4 years, 112.0 ," $63,888 "," 32,282 (100% urban, 0% rural). "," 3,849 "
209,"Vancouver, WA", 150 feet," $265,700 ",37.7 years, 42.8 ,36.3 years, 103.6 ," $56,615 "," 174,836"," 4,086 "
210,Vashon Island,," $571,592 ",35.3 years, 37.0 ,43.6 years, 117.3 ," $94,362 "," 10,811.", 292 
211,Vashon, 375 feet," $482,255 ",37.7 years, 37.0 ,53.8 years, 103.8 ," $75,785 "," 10,624. ", 287 
212,Veradale, 2020 feet," $217,773 ",35.3 years, 3.09 ,36.6 years, 98.3 ," $66,362 "," 10,224."," 3,314 "
213,Walla Walla, 1000 feet," $197,061 ",37.7 years, 10.8 ,36.0 years, 87.1 ," $44,650 "," 31,910 (100% urban, 0% rural). "," 2,951 "
214,"Waller, WA",," $280,706 ",37.7 years, 9.21 ,46.1 years, 110.9 ," $69,971 "," 7,922. ", 860 
215,"Walnut Grove, WA", 290 feet," $254,383 ",37.7 years, 3.79 ,38.8 years, 104.2 ," $66,082 "," 9,790. "," 2,585 "
216,Washougal, 65 feet," $287,317 ",37.7 years, 4.96 ,37.6 years, 102.1 ," $77,919 "," 14,999 (100% urban, 0% rural). "," 3,027 "
217,Wenatchee, 780 feet," $219,367 ",37.7 years, 6.88 ,34.9 years, 94.6 ," $45,813 "," 33,261 (100% urban, 0% rural). "," 4,835 "
218,West Lake Sammamish,," $730,223 ",35.3 years, 1.41 ,38.9 years, 131.6 ," $139,961 "," 6,340."," 4,488 "
219,West Lake Stevens,," $330,997 ",35.3 years, 9.68 ,31.4 years, 121.0 ," $85,052 "," 20,049."," 2,071 "
220,West Richland, 420 feet," $221,743 ",37.7 years, 21.7 ,35.5 years, 92.6 ," $86,298 "," 13,351 (94% urban, 6% rural). ", 615 
221,"West Valley, WA",," $225,870 ",35.3 years, 7.20 ,36.2 years, 99.1 ," $71,984 "," 10,882."," 1,511 "
222,White Center, 400 feet," $307,032 ",37.7 years, 3.39 ,35.4 years, 115.8 ," $52,094 "," 13,495. "," 3,986 "
223,Wollochet,," $271,300
",37.7 years,,47.3 years, 110.2 ," $64,434"," 6,651.",
224,Woodinville, 30 feet," $589,946 ",37.7 years, 5.64 ,38.7 years, 116.0 ," $116,186 "," 11,372 (100% urban, 0% rural). "," 2,016 "
225,Wynoochee,," $199,856 ",35.3 years, 253.4 ,39.0 years, 93.9 ," $61,205 "," 6,614.", 26 
226,Yakima, 1066 feet," $162,100 ",37.7 years, 20.1 ,32.5 years, 93.8 ," $41,454 "," 93,974"," 4,669 "
227,Yelm, 340 feet," $218,173 ",37.7 years, 5.63 ,29.5 years, 108.7 ," $53,800 "," 8,223 (95% urban, 5% rural). "," 1,461 "
