,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
174,"Ontario, OH", 1390 feet," $133,625 ",39.3 years, 10.9 ,46.0 years, 92.1 ," $51,428 "," 6,127 (87% urban, 13% rural). ", 561 
175,"Oregon, OH", 605 feet," $142,048 ",39.3 years, 29.4 ,42.9 years, 92.6 ," $57,235 "," 20,196 (86% urban, 14% rural). ", 687 
176,"Orrville, OH", 1064 feet," $119,233 ",39.3 years, 5.34 ,40.8 years, 79.7 ," $47,733 "," 8,456 (99% urban, 1% rural). "," 1,583 "
177,"Oxford, OH", 972 feet," $195,905 ",39.3 years, 5.88 ,21.2 years, 92.1 ," $31,239 "," 21,782 (99% urban, 1% rural). "," 3,707 "
178,Painesville, 677 feet," $101,375 ",39.3 years, 5.98 ,32.8 years, 94.3 ," $42,980 "," 19,840 (100% urban, 0% rural). "," 3,320 "
179,Parma Heights, 870 feet," $114,777 ",39.3 years, 4.20 ,39.8 years, 94.8 ," $45,855 "," 20,330 (100% urban, 0% rural). "," 4,842 "
180,"Parma, OH", 880 feet," $108,100 ",39.3 years, 20.0 ,41.7 years, 94.5 ," $52,446 "," 79,423"," 3,979 "
181,Pataskala, 1005 feet," $172,956 ",39.3 years, 28.5 ,37.7 years, 95.9 ," $70,920 "," 15,192 (79% urban, 21% rural). ", 533 
182,Pepper Pike, 1050 feet," $437,022 ",39.3 years, 7.09 ,49.0 years, 97.4 ," $169,236 "," 6,205 (96% urban, 4% rural). ", 875 
183,Perry Heights, 1100 feet," $102,898 ",39.3 years, 2.92 ,43.4 years, 90.4 ," $43,920 "," 8,441. "," 2,894 "
184,"Perrysburg, OH", 632 feet," $208,658 ",39.3 years, 8.92 ,38.2 years, 94.0 ," $90,819 "," 21,368 (100% urban, 0% rural). "," 2,395 "
185,Pickerington, 842 feet," $194,713 ",39.3 years, 7.43 ,36.3 years, 95.7 ," $89,687 "," 19,408 (100% urban, 0% rural). "," 2,611 "
186,"Piqua, OH", 869 feet," $92,971 ",39.3 years, 10.7 ,38.2 years, 93.9 ," $45,158 "," 20,759 (100% urban, 0% rural). "," 1,941 "
187,"Port Clinton, OH", 592 feet," $110,147 ",39.3 years, 2.11 ,43.8 years, 92.6 ," $46,726 "," 6,009 (100% urban, 0% rural). "," 2,853 "
188,Portage Lakes, 1050 feet," $136,617 ",39.3 years, 6.57 ,41.3 years, 96.6 ," $54,848 "," 6,968. "," 1,060 "
189,"Portsmouth, OH", 540 feet," $79,259 ",39.3 years, 10.8 ,36.8 years, 78.2 ," $28,702 "," 20,326 (96% urban, 4% rural). "," 1,887 "
190,"Powell, OH", 922 feet," $385,193 ",39.3 years, 3.04 ,38.6 years, 99.4 ," $143,438 "," 12,511 (100% urban, 0% rural). "," 4,120 "
191,"Ravenna, OH", 1128 feet," $99,799 ",39.3 years, 5.35 ,39.9 years, 95.4 ," $34,206 "," 11,643 (100% urban, 0% rural). "," 2,175 "
192,"Reading, OH",," $122,002 ",39.3 years, 2.92 ,38.5 years, 89.4 ," $46,757 "," 10,354 (100% urban, 0% rural). "," 3,546 "
193,Reynoldsburg, 880 feet," $151,169 ",39.3 years, 10.6 ,36.0 years, 95.7 ," $63,950 "," 36,711 (100% urban, 0% rural). "," 3,469 "
194,"Richmond Heights, OH", 880 feet," $142,771 ",39.3 years, 4.37 ,48.3 years, 94.9 ," $52,696 "," 10,495 (100% urban, 0% rural). "," 2,402 "
195,Rittman, 979 feet," $108,077 ",39.3 years, 6.03 ,38.5 years, 79.8 ," $43,930 "," 6,554 (97% urban, 3% rural). "," 1,087 "
196,"Riverside, OH", 770 feet," $88,076 ",39.3 years, 7.86 ,35.6 years, 94.8 ," $45,379 "," 25,040 (100% urban, 0% rural). "," 3,187 "
197,Rocky River, 680 feet," $223,747 ",39.3 years, 4.75 ,46.0 years, 96.2 ," $67,116 "," 20,433 (100% urban, 0% rural). "," 4,297 "
198,Rossford, 620 feet," $141,934 ",39.3 years, 4.30 ,39.3 years, 92.8 ," $66,077 "," 6,499 (100% urban, 1% rural). "," 1,511 "
199,"Salem, OH", 1226 feet," $98,799 ",39.3 years, 5.47 ,38.4 years, 78.7 ," $40,730 "," 12,087 (100% urban, 0% rural). "," 2,208 "
200,Sandusky South,," $131,399 ",36.2 years, 4.27 ,44.7 years, 96.5 ," $58,649 "," 6,413."," 1,503 "
201,"Sandusky, OH", 600 feet," $77,236 ",39.3 years, 10.0 ,40.9 years, 92.4 ," $34,288 "," 25,346 (100% urban, 0% rural). "," 2,522 "
202,"Seven Hills, OH", 900 feet," $170,143 ",39.3 years, 5.01 ,50.6 years, 96.5 ," $76,090 "," 11,702 (100% urban, 0% rural). "," 2,336 "
203,Shaker Heights, 1000 feet," $220,947 ",39.3 years, 6.28 ,40.3 years, 95.8 ," $81,823 "," 27,790 (100% urban, 0% rural). "," 4,428 "
204,Sharonville, 589 feet," $148,220 ",39.3 years, 9.81 ,37.6 years, 90.4 ," $55,906 "," 13,581 (100% urban, 0% rural). "," 1,385 "
205,Sheffield Lake, 600 feet," $115,662 ",39.3 years, 2.52 ,38.7 years, 94.9 ," $59,290 "," 9,058 (100% urban, 0% rural). "," 3,591 "
206,"Shelby, OH", 1102 feet," $91,417 ",39.3 years, 5.04 ,42.0 years, 91.0 ," $42,250 "," 9,088 (99% urban, 1% rural). "," 1,804 "
207,"Shiloh, OH",," $109,262 ",36.2 years, 3.84 ,42.9 years, 98.3 ," $41,481 "," 10,859."," 2,829 "
208,"Sidney, OH", 1003 feet," $116,307 ",39.3 years, 10.4 ,38.8 years, 79.2 ," $48,227 "," 20,905 (98% urban, 2% rural). "," 2,005 "
209,"Solon, OH", 1036 feet," $283,883 ",39.3 years, 20.6 ,43.8 years, 97.0 ," $99,785 "," 23,075 (99% urban, 1% rural). "," 1,123 "
210,South Euclid, 950 feet," $103,786 ",39.3 years, 4.69 ,37.8 years, 94.9 ," $61,464 "," 21,869 (100% urban, 0% rural). "," 4,663 "
211,"Springboro, OH", 780 feet," $229,181 ",39.3 years, 8.81 ,37.5 years, 90.0 ," $104,589 "," 18,017 (99% urban, 1% rural). "," 2,045 "
212,"Springdale, OH",," $131,925 ",39.3 years, 4.96 ,40.2 years, 90.2 ," $51,963 "," 11,212 (100% urban, 0% rural). "," 2,262 "
213,"Springfield, OH", 1000 feet," $81,701 ",39.3 years, 22.5 ,37.3 years, 93.0 ," $34,101 "," 59,956 (100% urban, 0% rural). "," 2,668 "
214,"St. Marys, OH", 871 feet," $109,510 ",39.3 years, 4.33 ,38.5 years, 78.9 ," $43,212 "," 8,259 (99% urban, 1% rural). "," 1,907 "
215,Steubenville, 1060 feet," $87,099 ",39.3 years, 10.3 ,42.7 years, 89.3 ," $34,891 "," 18,303 (100% urban, 0% rural). "," 1,773 "
216,"Stow, OH", 1091 feet," $175,605 ",39.3 years, 17.1 ,40.6 years, 96.6 ," $66,686 "," 34,773 (100% urban, 0% rural). "," 2,032 "
217,Streetsboro, 1137 feet," $144,588 ",39.3 years, 24.0 ,40.9 years, 96.3 ," $55,462 "," 16,238 (89% urban, 11% rural). ", 676 
218,Strongsville, 932 feet," $201,144 ",39.3 years, 24.6 ,45.7 years, 95.2 ," $82,650 "," 44,654 (100% urban, 0% rural). "," 1,812 "
219,Struthers, 1000 feet," $73,655 ",39.3 years, 3.73 ,40.8 years, 89.9 ," $37,809 "," 10,441 (100% urban, 0% rural). "," 2,798 "
220,"Sylvania, OH", 665 feet," $180,996 ",39.3 years, 5.79 ,42.9 years, 93.3 ," $75,684 "," 18,965 (100% urban, 0% rural). "," 3,274 "
221,Tallmadge, 1114 feet," $165,251 ",39.3 years, 14.0 ,45.6 years, 96.0 ," $60,413 "," 17,527 (100% urban, 0% rural). "," 1,255 "
222,"Tiffin, OH", 760 feet," $94,852 ",39.3 years, 6.49 ,35.1 years, 78.5 ," $42,381 "," 17,739 (100% urban, 0% rural). "," 2,731 "
223,Tipp City, 830 feet," $171,313 ",39.3 years, 6.18 ,41.9 years, 94.6 ," $71,338 "," 9,858 (98% urban, 2% rural). "," 1,596 "
224,"Toledo, OH", 615 feet," $79,100 ",39.3 years, 80.6 ,35.4 years, 92.4 ," $35,301 "," 278,512"," 3,455 "
225,"Trenton, OH", 653 feet," $130,357 ",39.3 years, 3.79 ,30.9 years, 89.7 ," $67,480 "," 12,260 (100% urban, 0% rural). "," 3,239 "
226,Trotwood, 850 feet," $78,636 ",39.3 years, 30.5 ,41.7 years, 94.4 ," $35,662 "," 24,171 (93% urban, 7% rural). ", 792 
227,"Troy, OH", 835 feet," $133,713 ",39.3 years, 9.70 ,40.7 years, 94.7 ," $53,764 "," 25,564 (100% urban, 0% rural). "," 2,635 "
228,Twinsburg, 1004 feet," $221,990 ",39.3 years, 12.4 ,42.8 years, 97.4 ," $73,988 "," 18,837 (99% urban, 1% rural). "," 1,514 "
229,"Union, OH", 930 feet," $94,819 ",39.3 years, 4.28 ,37.5 years, 94.9 ," $66,803 "," 6,391 (94% urban, 6% rural). "," 1,493 "
230,"University Heights, OH", 1040 feet," $160,293 ",39.3 years, 1.83 ,29.8 years, 95.7 ," $67,030 "," 13,203 (100% urban, 0% rural). "," 7,199 "
231,Upper Arlington, 820 feet," $358,311 ",39.3 years, 9.76 ,42.2 years, 98.2 ," $105,907 "," 34,609 (100% urban, 0% rural). "," 3,545 "
232,Upper Sandusky, 861 feet," $101,756 ",39.3 years, 5.24 ,37.7 years, 78.2 ," $41,720 "," 6,561 (91% urban, 9% rural). "," 1,252 "
233,"Urbana, OH", 1050 feet," $104,624 ",39.3 years, 6.82 ,38.8 years, 79.2 ," $37,939 "," 11,524 (97% urban, 3% rural). "," 1,689 "
234,"Van Wert, OH", 788 feet," $87,523 ",39.3 years, 5.93 ,39.6 years, 77.5 ," $43,273 "," 10,768 (98% urban, 2% rural). "," 1,817 "
235,"Vandalia, OH", 970 feet," $140,050 ",39.3 years, 11.8 ,42.9 years, 94.6 ," $54,490 "," 15,139 (97% urban, 3% rural). "," 1,282 "
236,"Vermilion, OH", 590 feet," $124,847 ",39.3 years, 10.8 ,50.1 years, 93.5 ," $51,820 "," 10,478 (94% urban, 6% rural). ", 971 
237,"Wadsworth, OH", 1200 feet," $164,885 ",39.3 years, 9.50 ,38.2 years, 94.8 ," $65,587 "," 21,893 (99% urban, 1% rural). "," 2,304 "
238,Wapakoneta, 901 feet," $110,572 ",39.3 years, 5.66 ,36.2 years, 77.6 ," $51,570 "," 9,818 (99% urban, 1% rural). "," 1,736 "
239,Warrensville Heights, 1039 feet," $83,361 ",39.3 years, 4.13 ,37.8 years, 94.6 ," $36,768 "," 13,286 (100% urban, 0% rural). "," 3,220 "
240,"Warren, OH", 893 feet," $65,510 ",39.3 years, 16.1 ,39.2 years, 89.8 ," $30,335 "," 40,633 (100% urban, 0% rural). "," 2,526 "
241,Washington Court House, 975 feet," $113,758
",39.3 years,,41.0 years, 81.8 ," $43,328"," 14,085 (98% urban, 2% rural).",
242,"Washington, OH",," $106,959 ",36.2 years, 6.44 ,37.1 years, 87.2 ," $38,927 "," 13,446."," 2,089 "
243,Wauseon, 757 feet," $126,504 ",39.3 years, 4.93 ,36.3 years, 92.7 ," $50,347 "," 7,322 (97% urban, 3% rural). "," 1,484 "
244,West Carrollton City, 716 feet," $110,822 ",36.2 years, 6.31 ,34.9 years, 98.3 ," $47,880 "," 12,692. "," 2,012 "
245,West Carrollton, 716 feet," $113,700
",39.3 years,,36.5 years, 96.3 ," $46,936"," 13,018 (99% urban, 1% rural).",
246,"Westerville, OH", 875 feet," $220,393 ",39.3 years, 12.4 ,41.5 years, 95.7 ," $88,413 "," 37,667 (100% urban, 0% rural). "," 3,041 "
247,"Westlake, OH", 700 feet," $245,105 ",39.3 years, 15.9 ,47.0 years, 96.5 ," $83,335 "," 32,424 (100% urban, 0% rural). "," 2,040 "
248,Wheelersburg, 550 feet," $165,713 ",39.3 years, 5.81 ,41.5 years, 79.6 ," $51,952 "," 6,437. "," 1,107 "
249,"White Oak, OH",," $142,370 ",39.3 years, 4.09 ,41.1 years, 89.1 ," $63,648 "," 19,167. "," 4,681 "
250,"Whitehall, OH", 790 feet," $88,200 ",39.3 years, 5.22 ,33.1 years, 94.9 ," $39,078 "," 18,558 (100% urban, 0% rural). "," 3,559 "
251,"Wickliffe, OH", 700 feet," $118,456 ",39.3 years, 4.65 ,44.8 years, 95.2 ," $52,645 "," 12,584 (100% urban, 0% rural). "," 2,705 "
252,"Willard, OH", 955 feet," $88,160 ",39.3 years, 3.47 ,34.4 years, 77.0 ," $42,203 "," 6,094 (99% urban, 1% rural). "," 1,758 "
253,Willoughby Hills, 801 feet," $246,716 ",39.3 years, 10.8 ,45.2 years, 96.2 ," $63,230 "," 9,405 (93% urban, 7% rural). ", 874 
254,Willoughby, 665 feet," $145,846 ",39.3 years, 10.2 ,44.4 years, 95.4 ," $55,024 "," 22,453 (100% urban, 0% rural). "," 2,209 "
255,Willowick, 622 feet," $118,658 ",39.3 years, 2.52 ,41.3 years, 94.6 ," $56,231 "," 14,009 (100% urban, 0% rural). "," 5,569 "
256,"Wilmington, OH", 1025 feet," $104,942 ",39.3 years, 7.45 ,35.6 years, 80.4 ," $34,954 "," 12,375 (99% urban, 1% rural). "," 1,661 "
257,Withamsville, 900 feet," $154,676 ",39.3 years, 1.75 ,42.7 years, 89.8 ," $55,924 "," 7,021. "," 4,011 "
258,Woodbourne-Hyde Park,," $200,054 ",36.2 years, 4.58 ,48.3 years, 103.1 ," $93,555 "," 7,620."," 1,663 "
259,"Wooster, OH", 950 feet," $129,263 ",39.3 years, 14.4 ,36.1 years, 80.1 ," $43,385 "," 26,540 (100% urban, 0% rural). "," 1,846 "
260,"Worthington, OH", 866 feet," $266,507 ",39.3 years, 5.66 ,43.2 years, 96.2 ," $94,476 "," 14,384 (100% urban, 0% rural). "," 2,540 "
261,"Wyoming, OH", 800 feet," $319,524 ",39.3 years, 2.88 ,44.2 years, 91.6 ," $127,452 "," 8,427 (100% urban, 0% rural). "," 2,923 "
262,"Xenia, OH", 938 feet," $97,805 ",39.3 years, 12.1 ,37.8 years, 94.4 ," $38,993 "," 25,911 (97% urban, 3% rural). "," 2,133 "
263,"Youngstown, OH", 861 feet," $43,000 ",39.3 years, 33.9 ,41.4 years, 89.2 ," $26,789 "," 64,301"," 1,897 "
264,"Zanesville, OH", 710 feet," $86,929 ",39.3 years, 11.2 ,35.4 years, 80.5 ," $26,626 "," 25,372 (99% urban, 1% rural). "," 2,258 "
