,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
181,Pitman, 132 feet," $193,069 ",39.5 years, 2.29 ,42.5 years, 101.2 ," $73,822 "," 8,895 (100% urban, 0% rural). "," 3,878 "
182,"Plainfield, NJ", 110 feet," $242,789 ",39.5 years, 6.04 ,34.7 years, 115.7 ," $56,883 "," 50,955 (100% urban, 0% rural). "," 8,439 "
183,"Pleasantville, NJ", 22 feet," $152,855 ",39.5 years, 5.78 ,35.2 years, 103.1 ," $43,995 "," 20,467 (100% urban, 0% rural). "," 3,543 "
184,"Point Pleasant, NJ", 16 feet," $375,057 ",39.5 years, 3.53 ,42.7 years, 121.8 ," $86,593 "," 18,665 (100% urban, 0% rural). "," 5,280 "
185,"Pomona, NJ", 60 feet," $204,645 ",39.5 years, 2.80 ,35.1 years, 101.2 ," $74,272 "," 7,124. "," 2,548 "
186,Pompton Lakes, 220 feet," $300,547 ",39.5 years, 2.97 ,41.7 years, 119.7 ," $92,127 "," 11,166 (100% urban, 0% rural). "," 3,763 "
187,Princeton Meadows, 180 feet," $352,093 ",39.5 years, 2.17 ,34.3 years, 123.0 ," $91,180 "," 13,834. "," 6,370 "
188,"Princeton, NJ", 215 feet," $832,768 ",39.5 years, 1.85 ,32.8 years, 120.6 ," $124,367 "," 30,108 (100% urban, 0% rural). "," 16,294 "
189,Rahway, 20 feet," $273,164 ",39.5 years, 3.99 ,38.2 years, 116.6 ," $67,920 "," 28,528 (100% urban, 0% rural). "," 7,151 "
190,"Ramsey, NJ", 330 feet," $584,397 ",39.5 years, 5.56 ,43.8 years, 121.0 ," $141,553 "," 14,800 (100% urban, 0% rural). "," 2,664 "
191,Ramtown, 80 feet," $333,073 ",39.5 years, 2.06 ,35.6 years, 121.0 ," $115,810 "," 6,242. "," 3,023 "
192,"Raritan, NJ", 76 feet," $350,398 ",39.5 years, 2.04 ,41.3 years, 124.2 ," $74,458 "," 8,098 (100% urban, 0% rural). "," 3,979 "
193,"Red Bank, NJ",," $380,200 ",39.5 years, 1.78 ,36.6 years, 124.9 ," $72,119 "," 12,445 (100% urban, 0% rural). "," 6,976 "
194,Ridgefield Park, 100 feet," $338,489 ",39.5 years, 1.73 ,37.2 years, 123.2 ," $68,796 "," 12,996 (100% urban, 0% rural). "," 7,507 "
195,"Ridgefield, NJ", 70 feet," $477,204 ",39.5 years, 2.61 ,40.8 years, 126.0 ," $74,599 "," 11,289 (100% urban, 0% rural). "," 4,326 "
196,Ridgewood, 144 feet," $756,095 ",39.5 years, 5.79 ,41.5 years, 125.0 ," $153,233 "," 25,496 (100% urban, 0% rural). "," 4,406 "
197,"Ringwood, NJ", 470 feet," $355,702 ",39.5 years, 25.2 ,43.0 years, 118.2 ," $115,111 "," 12,377 (80% urban, 20% rural). ", 490 
198,River Edge, 90 feet," $490,668 ",39.5 years, 1.89 ,41.9 years, 121.8 ," $117,783 "," 11,579 (100% urban, 0% rural). "," 6,140 "
199,River Vale, 56 feet," $657,491 ",36.7 years, 4.08 ,40.3 years, 138.2 ," $136,601 "," 9,452."," 2,318 "
200,"Robertsville, NJ", 120 feet," $411,300
",39.5 years,,42.8 years, 121.1 ," $90,226"," 11,297.",
201,Rockaway, 534 feet," $347,744 ",39.5 years, 2.09 ,44.9 years, 116.6 ," $82,844 "," 6,483 (100% urban, 0% rural). "," 3,104 "
202,Roselle Park, 85 feet," $277,282 ",39.5 years, 1.22 ,37.7 years, 116.5 ," $67,625 "," 13,595 (100% urban, 0% rural). "," 11,112 "
203,"Roselle, NJ", 78 feet," $210,870 ",39.5 years, 2.64 ,40.7 years, 116.0 ," $47,134 "," 21,551 (100% urban, 0% rural). "," 8,154 "
204,Rumson, 40 feet," over $1,000,000 ",39.5 years, 5.22 ,44.6 years, 130.6 ," $139,622 "," 6,978 (100% urban, 0% rural). "," 1,336 "
205,Runnemede, 132 feet," $172,814 ",39.5 years, 2.09 ,35.2 years, 100.8 ," $64,937 "," 8,376 (100% urban, 0% rural). "," 4,009 "
206,"Rutherford, NJ", 100 feet," $454,137 ",39.5 years, 2.81 ,40.8 years, 123.3 ," $92,730 "," 18,464 (100% urban, 0% rural). "," 6,578 "
207,Saddle Brook, 50 feet," $387,460 ",36.7 years, 2.72 ,40.3 years, 132.4 ," $91,248 "," 13,159."," 4,832 "
208,Sayreville, 41 feet," $300,034 ",39.5 years, 15.9 ,39.2 years, 121.5 ," $78,423 "," 45,262 (100% urban, 0% rural). "," 2,847 "
209,Scotch Plains, 151 feet," $498,640 ",36.7 years, 9.08 ,38.6 years, 131.6 ," $106,207 "," 22,583."," 2,487 "
210,Secaucus, 12 feet," $433,111 ",39.5 years, 5.89 ,40.2 years, 122.1 ," $98,666 "," 18,416 (100% urban, 0% rural). "," 3,129 "
211,Short Hills, 220 feet," $373,000
",39.5 years,,42.6 years, 116.5 ," $54,277"," 13,165.",
212,"Smithville, NJ",," $215,100
",39.5 years,,50.5 years, 103.5 ," $56,778"," 7,242.",
213,Somers Point, 27 feet," $210,357 ",39.5 years, 4.03 ,41.0 years, 103.2 ," $52,986 "," 10,756 (100% urban, 0% rural). "," 2,670 "
214,"Somerset, NJ",," $319,637 ",39.5 years, 5.33 ,39.9 years, 122.1 ," $91,199 "," 22,083. "," 4,143 "
215,"Somerville, NJ", 54 feet," $299,444 ",39.5 years, 2.36 ,35.8 years, 122.9 ," $69,777 "," 12,153 (100% urban, 0% rural). "," 5,148 "
216,South Amboy, 99 feet," $285,043 ",39.5 years, 1.55 ,41.1 years, 121.8 ," $67,657 "," 8,853 (100% urban, 0% rural). "," 5,708 "
217,South Orange, 160 feet," $521,883 ",36.7 years, 2.85 ,34.7 years, 134.5 ," $100,974 "," 16,468."," 5,772 "
218,South Plainfield, 67 feet," $331,249 ",39.5 years, 8.36 ,41.4 years, 123.0 ," $93,847 "," 23,960 (100% urban, 0% rural). "," 2,867 "
219,"South River, NJ", 80 feet," $283,913 ",39.5 years, 2.81 ,38.3 years, 122.0 ," $66,595 "," 16,334 (100% urban, 0% rural). "," 5,804 "
220,Spotswood, 31 feet," $293,770 ",39.5 years, 2.32 ,45.0 years, 120.9 ," $76,203 "," 8,447 (100% urban, 0% rural). "," 3,634 "
221,"Springdale, NJ",," $351,443 ",39.5 years, 5.39 ,46.7 years, 100.3 ," $133,971 "," 14,518. "," 2,693 "
222,"Springfield, NJ",," $474,298 ",36.7 years, 5.15 ,42.1 years, 132.4 ," $96,043 "," 14,334."," 2,783 "
223,"Stratford, NJ", 70 feet," $184,954 ",39.5 years, 1.58 ,42.2 years, 100.1 ," $72,639 "," 6,944 (100% urban, 0% rural). "," 4,397 "
224,"Strathmore, NJ", 140 feet," $375,636 ",39.5 years, 1.84 ,43.9 years, 120.4 ," $114,170 "," 7,258. "," 3,935 "
225,Succasunna-Kenvil,," $398,330 ",36.7 years, 6.67 ,37.8 years, 125.7 ," $115,664 "," 12,949."," 1,941 "
226,Succasunna, 713 feet," $443,100
",39.5 years,,44.6 years, 116.1 ," $106,985"," 9,152.",
227,"Summit, NJ", 388 feet," $846,364 ",39.5 years, 6.05 ,40.6 years, 121.9 ," $139,497 "," 22,071 (100% urban, 0% rural). "," 3,646 "
228,Teaneck, 92 feet," $402,067 ",36.7 years, 6.05 ,38.4 years, 131.4 ," $107,557 "," 39,274."," 6,489 "
229,Tenafly, 52 feet," $783,650 ",39.5 years, 4.61 ,43.1 years, 124.5 ," $152,829 "," 14,816 (100% urban, 0% rural). "," 3,212 "
230,Tinton Falls, 42 feet," $318,744 ",39.5 years, 15.6 ,46.3 years, 123.2 ," $78,120 "," 17,898 (99% urban, 1% rural). "," 1,148 "
231,Toms River, 40 feet," $286,600 ",39.5 years, 39.4 ,43.9 years, 119.8 ," $71,183 "," 88,283"," 2,242 "
232,Totowa, 200 feet," $376,806 ",39.5 years, 4.00 ,42.9 years, 121.2 ," $97,124 "," 10,937 (100% urban, 0% rural). "," 2,736 "
233,"Trenton, NJ", 54 feet," $86,500 ",39.5 years, 7.66 ,35.3 years, 111.6 ," $31,592 "," 84,065"," 10,979 "
234,Twin Rivers, 120 feet," $213,809 ",39.5 years, 1.26 ,37.3 years, 113.8 ," $95,467 "," 7,443. "," 5,924 "
235,"Union City, NJ", 175 feet," $297,000 ",39.5 years, 1.27 ,36.7 years, 125.5 ," $46,286 "," 69,298"," 54,723 "
236,"Union, NJ",," $335,003 ",36.7 years, 9.12 ,38.7 years, 127.6 ," $77,018 "," 54,050."," 5,929 "
237,Upper Montclair, 347 feet," $373,000
",39.5 years,,42.8 years, 115.5 ," $54,277"," 11,565.",
238,Upper Saddle River, 220 feet," $944,701 ",39.5 years, 5.29 ,40.1 years, 126.0 ," $181,832 "," 8,356 (100% urban, 0% rural). "," 1,579 "
239,Ventnor City, 12 feet," $282,960 ",39.5 years, 2.14 ,45.9 years, 105.4 ," $50,729 "," 10,597 (100% urban, 0% rural). "," 4,944 "
240,"Verona, NJ", 348 feet," $462,092 ",36.7 years, 2.75 ,41.4 years, 132.5 ," $90,114 "," 13,137."," 4,774 "
241,"Villas, NJ", 10 feet," $180,474 ",39.5 years, 3.97 ,44.4 years, 102.3 ," $47,815 "," 9,483. "," 2,387 "
242,"Vineland, NJ", 106 feet," $168,769 ",39.5 years, 68.7 ,38.4 years, 101.1 ," $48,564 "," 61,171 (94% urban, 6% rural). ", 891 
243,"Waldwick, NJ", 228 feet," $447,352 ",39.5 years, 2.08 ,41.7 years, 123.4 ," $116,553 "," 9,947 (100% urban, 0% rural). "," 4,772 "
244,Wallington, 30 feet," $375,438 ",39.5 years, 1.00 ,39.1 years, 123.8 ," $61,208 "," 11,626 (100% urban, 0% rural). "," 11,676 "
245,Wanaque, 240 feet," $301,669 ",39.5 years, 7.98 ,46.3 years, 120.3 ," $81,731 "," 11,447 (98% urban, 2% rural). "," 1,435 "
246,Washington Township,," $553,899 ",36.7 years, 2.91 ,41.8 years, 141.7 ," $120,181 "," 8,941."," 3,072 "
247,"Washington, NJ", 463 feet," $211,356 ",39.5 years, 1.96 ,40.0 years, 110.8 ," $70,865 "," 6,466 (100% urban, 0% rural). "," 3,304 "
248,"Wayne, NJ", 180 feet," $510,309 ",36.7 years, 23.8 ,40.0 years, 135.4 ," $105,420 "," 53,657."," 2,252 "
249,West Caldwell, 240 feet," $518,320 ",36.7 years, 5.05 ,41.0 years, 134.8 ," $100,714 "," 10,904."," 2,159 "
250,West Freehold, 190 feet," $387,630 ",39.5 years, 5.87 ,43.8 years, 121.6 ," $104,289 "," 13,613. "," 2,320 "
251,West Long Branch, 20 feet," $418,093 ",39.5 years, 2.89 ,33.9 years, 122.3 ," $88,513 "," 8,352 (100% urban, 0% rural). "," 2,892 "
252,"West Milford, NJ", 710 feet," $314,219 ",36.7 years, 75.4 ,37.0 years, 127.4 ," $93,413 "," 26,208.", 347 
253,West New York, 185 feet," $351,435 ",39.5 years, 1.02 ,35.2 years, 126.9 ," $52,743 "," 52,597 (100% urban, 0% rural). "," 51,709 "
254,"West Orange, NJ", 500 feet," $402,104 ",36.7 years, 12.1 ,39.4 years, 130.1 ," $83,635 "," 43,629."," 3,600 "
255,West Paterson, 330 feet," $374,936 ",36.7 years, 2.96 ,38.1 years, 133.5 ," $75,958 "," 10,903."," 3,687 "
256,"Westfield, NJ", 126 feet," $709,834 ",39.5 years, 6.73 ,41.7 years, 118.9 ," $153,800 "," 30,890 (100% urban, 0% rural). "," 4,588 "
257,"Westwood, NJ", 75 feet," $456,955 ",39.5 years, 2.32 ,42.6 years, 123.6 ," $95,091 "," 11,149 (100% urban, 0% rural). "," 4,810 "
258,"Wharton, NJ", 660 feet," $289,167 ",39.5 years, 2.19 ,37.1 years, 116.8 ," $68,984 "," 6,612 (100% urban, 0% rural). "," 3,026 "
259,"White Horse, NJ", 70 feet," $241,202 ",39.5 years, 3.19 ,46.4 years, 114.0 ," $78,002 "," 9,494. "," 2,980 "
260,White Meadow Lake, 740 feet," $349,294 ",39.5 years, 4.09 ,41.7 years, 116.2 ," $123,829 "," 8,836. "," 2,158 "
261,"Williamstown, NJ", 154 feet," $199,324 ",39.5 years, 6.16 ,40.9 years, 100.9 ," $73,896 "," 15,567. "," 2,526 "
262,Wood-Ridge, 170 feet," $400,384 ",39.5 years, 1.10 ,42.0 years, 122.0 ," $106,051 "," 8,450 (100% urban, 0% rural). "," 7,692 "
263,"Woodbridge, NJ", 34 feet," $276,931 ",39.5 years, 3.87 ,37.3 years, 123.4 ," $82,039 "," 19,265. "," 4,974 "
264,"Woodbury, NJ", 57 feet," $165,693 ",39.5 years, 2.08 ,37.0 years, 101.6 ," $52,658 "," 10,016 (100% urban, 0% rural). "," 4,821 "
265,"Woodland Park, NJ", 460 feet," $357,800
",39.5 years,,40.5 years, 114.8 ," $72,028"," 12,403 (100% urban, 0% rural).",
266,Wyckoff, 355 feet," $794,909 ",36.7 years, 6.55 ,40.9 years, 141.8 ," $148,785 "," 16,514."," 2,523 "
267,Yardville-Groveville,," $278,258 ",36.7 years, 3.44 ,38.7 years, 121.8 ," $83,520 "," 9,518."," 2,764 "
268,Yardville, 60 feet," $284,600
",39.5 years,,46.7 years, 113.6 ," $77,650"," 7,186.",
269,Yorketown, 100 feet," $443,992 ",39.5 years, 2.40 ,42.7 years, 123.0 ," $110,830 "," 6,535. "," 2,718 "
