,City:,Elevation,Estimated median house or condo value in 2016:,Females:,Land area:,Males:,Mar. 2016 cost of living index: ,Median Income,Population,Population density:
187,Warner Robins, 390 feet," $105,900 ",36.5 years, 22.8 ,36.0 years, 90.8 ," $58,771 "," 74,401"," 3,268 "
188,Washington-Metasville,," $101,528 ",33.4 years, 213.5 ,39.2 years, 84.2 ," $36,482 "," 6,762.", 32 
189,Waycross, 135 feet," $72,127 ",36.5 years, 11.7 ,40.1 years, 79.4 ," $28,295 "," 14,166 (100% urban, 0% rural). "," 1,212 "
190,West Dougherty,," $101,525 ",33.4 years, 217.0 ,35.5 years, 92.0 ," $39,694 "," 59,317.", 273 
191,"West Jackson, GA",," $222,256 ",33.4 years, 73.5 ,33.5 years, 87.6 ," $66,042 "," 14,142.", 192 
192,"Westside, GA",," $128,197 ",33.4 years, 86.8 ,35.6 years, 84.8 ," $50,668 "," 15,369.", 177 
193,White-Pine Log,," $162,250 ",33.4 years, 122.1 ,34.9 years, 87.9 ," $55,034 "," 10,476.", 86 
194,Whitemarsh Island, 2 feet," $278,184 ",36.5 years, 5.90 ,38.4 years, 96.1 ," $68,272 "," 6,792. "," 1,152 "
195,Wilmington Island, 2 feet," $233,250 ",36.5 years, 8.45 ,44.9 years, 94.5 ," $80,256 "," 15,138. "," 1,792 "
196,Winder, 984 feet," $146,112 ",36.5 years, 10.8 ,37.5 years, 94.8 ," $45,212 "," 14,930 (100% urban, 0% rural). "," 1,378 "
197,"Winston, GA", 1221 feet," $153,954 ",33.4 years, 38.7 ,35.6 years, 98.3 ," $55,924 "," 7,625.", 197 
198,"Woodstock, GA", 968 feet," $222,585 ",36.5 years, 8.81 ,35.1 years, 96.6 ," $73,332 "," 27,823 (100% urban, 0% rural). "," 3,157 "
199,Yellow River,," $125,831 ",33.4 years, 49.1 ,34.8 years, 87.1 ," $46,985 "," 7,152.", 146 
200,"Yorkville, GA", 1360 feet," $129,830 ",33.4 years, 95.8 ,35.0 years, 87.8 ," $46,269 "," 10,575.", 110 
201,Zenith, 575 feet," $103,767 ",33.4 years, 175.6 ,34.0 years, 83.8 ," $44,880 "," 8,944.", 51 
